"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_MM_DD_YYYY","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE" ,101214 ,2010-12-14,092741 ,CME ,00 ,092 ,   42235,    2351,   16544,     960,    1777,     869,     330,   19184,   11465,     749,       0,       0,       0,   25351,   30916,   16884,   11319,   -2398,   -4499,   -3063,   -1867,     -24,     -15,      15,    2389,    1216,     117,       0,    -500,       0,   -3870,   -4098,    1472,    1700,  100.0,    5.6,   39.2,    2.3,    4.2,    2.1,    0.8,   45.4,   27.1,    1.8,    0.0,    0.0,    0.0,   60.0,   73.2,   40.0,   26.8,     41,      4,     10,      4,      .,      .,      .,     17,      6,      .,      0,      0,      0,     27,     22,    26.0,    39.8,    38.3,    53.8,    26.0,    39.8,    38.1,    53.1,"(CONTRACTS OF CHF 125,000)" ,"092741" ,"CME" ,"092" ,"F10" ,"Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE" ,101207 ,2010-12-07,092741 ,CME ,00 ,092 ,   44633,    6850,   19607,    2827,    1801,     884,     315,   16796,   10249,     632,       0,     500,       0,   29221,   35014,   15412,    9619,   -2175,     537,    1121,    -874,    -454,     -33,      28,     531,    -617,    -967,       0,       0,       0,   -1199,   -1341,    -976,    -834,  100.0,   15.3,   43.9,    6.3,    4.0,    2.0,    0.7,   37.6,   23.0,    1.4,    0.0,    1.1,    0.0,   65.5,   78.4,   34.5,   21.6,     42,      6,      9,      5,      .,      .,      .,     14,      8,      4,      0,      .,      0,     29,     24,    24.5,    41.2,    37.5,    58.8,    24.2,    41.2,    36.5,    58.1,"(CONTRACTS OF CHF 125,000)" ,"092741" ,"CME" ,"092" ,"F10" ,"Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE" ,101130 ,2010-11-30,092741 ,CME ,00 ,092 ,   46808,    6314,   18486,    3701,    2255,     917,     287,   16265,   10866,    1598,       0,     500,       0,   30420,   36355,   16388,   10453,    3584,     364,     201,    1215,     591,     -25,     -61,    1281,    2948,     310,       0,       0,       0,    3699,    4588,    -115,   -1004,  100.0,   13.5,   39.5,    7.9,    4.8,    2.0,    0.6,   34.7,   23.2,    3.4,    0.0,    1.1,    0.0,   65.0,   77.7,   35.0,   22.3,     48,      6,      8,      7,      .,      .,      .,     16,     12,      8,      0,      .,      0,     33,     33,    25.5,    40.5,    36.4,    54.2,    23.4,    38.4,    34.2,    52.1,"(CONTRACTS OF CHF 125,000)" ,"092741" ,"CME" ,"092" ,"F10" ,"Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE" ,101123 ,2010-11-23,092741 ,CME ,00 ,092 ,   43224,    5950,   18285,    2486,    1664,     942,     348,   14984,    7918,    1288,       0,     500,       0,   26720,   31767,   16504,   11457,   -4505,      36,    -309,    -267,      -8,      50,     -50,   -3737,   -4886,     351,       0,       0,       0,   -3675,   -5111,    -830,     606,  100.0,   13.8,   42.3,    5.8,    3.8,    2.2,    0.8,   34.7,   18.3,    3.0,    0.0,    1.2,    0.0,   61.8,   73.5,   38.2,   26.5,     39,      6,      7,      5,      .,      .,      .,     13,      8,      5,      0,      .,      0,     26,     25,    27.6,    39.7,    40.6,    53.3,    25.6,    39.7,    37.8,    53.2,"(CONTRACTS OF CHF 125,000)" ,"092741" ,"CME" ,"092" ,"F10" ,"Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE" ,101116 ,2010-11-16,092741 ,CME ,00 ,092 ,   47729,    5914,   18594,    2753,    1672,     892,     398,   18721,   12803,     937,       0,     500,       0,   30395,   36878,   17334,   10851,   -6215,     629,   -3932,     342,     -88,     -30,      60,   -6719,   -2673,      -6,       0,       0,       0,   -5783,   -6239,    -432,      25,  100.0,   12.4,   39.0,    5.8,    3.5,    1.9,    0.8,   39.2,   26.8,    2.0,    0.0,    1.0,    0.0,   63.7,   77.3,   36.3,   22.7,     40,      6,      8,      6,      .,      .,      .,     13,      8,      6,      0,      .,      0,     27,     27,    28.1,    41.5,    41.4,    57.1,    26.1,    41.5,    38.9,    57.1,"(CONTRACTS OF CHF 125,000)" ,"092741" ,"CME" ,"092" ,"F10" ,"Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE" ,101109 ,2010-11-09,092741 ,CME ,00 ,092 ,   53944,    5285,   22526,    2411,    1760,     922,     338,   25440,   15477,     943,       0,     500,       0,   36178,   43117,   17766,   10827,    1924,     -12,    1348,    -134,      18,     -20,      20,    4079,    1691,    -612,       0,       0,       0,    3358,    2292,   -1435,    -368,  100.0,    9.8,   41.8,    4.5,    3.3,    1.7,    0.6,   47.2,   28.7,    1.7,    0.0,    0.9,    0.0,   67.1,   79.9,   32.9,   20.1,     46,      4,     11,      6,      .,      .,      .,     18,      8,      6,      0,      .,      0,     31,     29,    30.1,    40.9,    41.9,    56.8,    28.9,    40.9,    40.6,    56.8,"(CONTRACTS OF CHF 125,000)" ,"092741" ,"CME" ,"092" ,"F10" ,"Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE" ,101102 ,2010-11-02,092741 ,CME ,00 ,092 ,   52020,    5297,   21178,    2546,    1742,     942,     318,   21361,   13786,    1556,       0,     500,       0,   32819,   40825,   19201,   11195,   -1715,     -65,   -1990,     -65,      23,      79,    -114,   -1608,    -726,     241,       0,       0,       0,   -1589,   -2576,    -126,     860,  100.0,   10.2,   40.7,    4.9,    3.3,    1.8,    0.6,   41.1,   26.5,    3.0,    0.0,    1.0,    0.0,   63.1,   78.5,   36.9,   21.5,     47,      5,     11,      6,      .,      .,      .,     15,     11,      6,      0,      .,      0,     30,     31,    27.7,    40.1,    39.3,    55.5,    27.6,    40.1,    38.9,    55.2,"(CONTRACTS OF CHF 125,000)" ,"092741" ,"CME" ,"092" ,"F10" ,"Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE" ,101026 ,2010-10-26,092741 ,CME ,00 ,092 ,   53735,    5363,   23168,    2611,    1719,     863,     432,   22969,   14513,    1315,       0,     500,       0,   34408,   43401,   19327,   10335,   -4153,    -630,   -2676,    -178,       2,       6,      -8,   -2000,    -883,    -355,       0,       0,       0,   -3168,   -4094,    -985,     -60,  100.0,   10.0,   43.1,    4.9,    3.2,    1.6,    0.8,   42.7,   27.0,    2.4,    0.0,    0.9,    0.0,   64.0,   80.8,   36.0,   19.2,     49,      6,     12,      6,      .,      .,      .,     15,     11,      6,      0,      .,      0,     31,     32,    27.3,    39.1,    38.2,    54.8,    27.3,    39.1,    37.9,    54.0,"(CONTRACTS OF CHF 125,000)" ,"092741" ,"CME" ,"092" ,"F10" ,"Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE" ,101019 ,2010-10-19,092741 ,CME ,00 ,092 ,   57889,    5992,   25844,    2789,    1717,     857,     440,   24969,   15395,    1670,       0,     500,       0,   37577,   47494,   20312,   10394,   -4101,    1636,   -4865,    -168,    -107,     -19,      19,   -4835,    1636,    -149,       0,       0,       0,   -3604,   -3546,    -497,    -555,  100.0,   10.4,   44.6,    4.8,    3.0,    1.5,    0.8,   43.1,   26.6,    2.9,    0.0,    0.9,    0.0,   64.9,   82.0,   35.1,   18.0,     50,      5,     13,      6,      .,      .,      .,     18,      9,      7,      0,      .,      0,     34,     31,    25.8,    39.4,    37.0,    57.5,    25.8,    39.4,    36.8,    55.3,"(CONTRACTS OF CHF 125,000)" ,"092741" ,"CME" ,"092" ,"F10" ,"Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE" ,101012 ,2010-10-12,092741 ,CME ,00 ,092 ,   61990,    4356,   30709,    2957,    1824,     876,     421,   29804,   13759,    1819,       0,     500,       0,   41181,   51041,   20809,   10949,   -1667,     706,    -377,   -1653,    -475,      35,     -34,     675,    1068,   -1020,       0,       0,       0,   -1801,   -1982,     134,     315,  100.0,    7.0,   49.5,    4.8,    2.9,    1.4,    0.7,   48.1,   22.2,    2.9,    0.0,    0.8,    0.0,   66.4,   82.3,   33.6,   17.7,     52,      4,     12,      5,      .,      .,      .,     23,      8,      7,      0,      .,      0,     37,     29,    28.4,    38.8,    38.5,    57.4,    28.4,    36.6,    38.2,    55.0,"(CONTRACTS OF CHF 125,000)" ,"092741" ,"CME" ,"092" ,"F10" ,"Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE" ,101005 ,2010-10-05,092741 ,CME ,00 ,092 ,   63657,    3650,   31086,    4610,    2299,     841,     455,   29129,   12692,    2839,       0,     500,       0,   42982,   53022,   20675,   10634,    4960,   -1087,    4547,    1443,     -81,     -30,      31,    3845,   -1785,     852,       0,       0,       0,    5003,    5059,     -43,    -100,  100.0,    5.7,   48.8,    7.2,    3.6,    1.3,    0.7,   45.8,   19.9,    4.5,    0.0,    0.8,    0.0,   67.5,   83.3,   32.5,   16.7,     54,      .,     11,      6,      .,      .,      .,     23,     11,      9,      0,      .,      0,     38,     33,    30.5,    38.6,    41.2,    54.6,    29.5,    34.1,    39.0,    50.1,"(CONTRACTS OF CHF 125,000)" ,"092741" ,"CME" ,"092" ,"F10" ,"Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE" ,100928 ,2010-09-28,092741 ,CME ,00 ,092 ,   58697,    4737,   26539,    3166,    2380,     871,     424,   25285,   14477,    1986,       0,     500,       0,   37979,   47963,   20718,   10734,    5512,     686,    1040,     972,     393,      -9,       8,    1357,     247,     865,       0,       0,       0,    4280,    3123,    1231,    2389,  100.0,    8.1,   45.2,    5.4,    4.1,    1.5,    0.7,   43.1,   24.7,    3.4,    0.0,    0.9,    0.0,   64.7,   81.7,   35.3,   18.3,     50,      4,      9,      4,      .,      .,      .,     17,     14,      7,      0,      .,      0,     34,     29,    29.0,    42.1,    40.7,    57.2,    29.0,    38.7,    39.3,    53.3,"(CONTRACTS OF CHF 125,000)" ,"092741" ,"CME" ,"092" ,"F10" ,"Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE" ,100921 ,2010-09-21,092741 ,CME ,00 ,092 ,   53186,    4051,   25499,    2195,    1987,     880,     416,   23928,   14229,    1122,       0,     500,       0,   33698,   44840,   19487,    8345,     117,    1897,    1066,    -327,    -221,      96,     -50,   -1149,     132,     -64,       0,    -453,       0,      86,     399,      31,    -282,  100.0,    7.6,   47.9,    4.1,    3.7,    1.7,    0.8,   45.0,   26.8,    2.1,    0.0,    0.9,    0.0,   63.4,   84.3,   36.6,   15.7,     47,      4,      9,      4,      .,      .,      .,     17,     12,      7,      0,      .,      0,     31,     29,    32.0,    44.9,    43.5,    61.4,    31.9,    42.7,    43.3,    59.1,"(CONTRACTS OF CHF 125,000)" ,"092741" ,"CME" ,"092" ,"F10" ,"Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE" ,100914 ,2010-09-14,092741 ,CME ,00 ,092 ,   53069,    2154,   24433,    2522,    2208,     784,     466,   25077,   14098,    1186,       0,     953,       0,   33613,   44441,   19456,    8627,  -24146,  -10891,  -20377,   -6523,       4,      13,     -13,   -3380,    8324,   -1901,       0,   -2297,       0,  -22704,  -22774,   -1442,   -1372,  100.0,    4.1,   46.0,    4.8,    4.2,    1.5,    0.9,   47.3,   26.6,    2.2,    0.0,    1.8,    0.0,   63.3,   83.7,   36.7,   16.3,     48,      .,      9,      4,      .,      .,      .,     18,     12,      7,      0,      .,      0,     31,     30,    30.2,    44.6,    41.7,    63.7,    29.9,    41.9,    41.0,    61.0,"(CONTRACTS OF CHF 125,000)" ,"092741" ,"CME" ,"092" ,"F10" ,"Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE" ,100907 ,2010-09-07,092741 ,CME ,00 ,092 ,   77214,   13045,   44810,    9045,    2204,     771,     479,   28457,    5774,    3087,       0,    3250,       0,   56316,   67215,   20898,    9999,   10309,    1387,    4714,    5357,      13,    -237,      76,    2237,    -984,    -110,       0,    2500,       0,    8959,   11315,    1350,   -1006,  100.0,   16.9,   58.0,   11.7,    2.9,    1.0,    0.6,   36.9,    7.5,    4.0,    0.0,    4.2,    0.0,   72.9,   87.0,   27.1,   13.0,     47,      6,     11,      6,      .,      .,      .,     16,      9,      6,      0,      .,      0,     30,     31,    38.6,    53.9,    52.9,    68.1,    28.6,    48.6,    41.1,    58.8,"(CONTRACTS OF CHF 125,000)" ,"092741" ,"CME" ,"092" ,"F10" ,"Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE" ,100831 ,2010-08-31,092741 ,CME ,00 ,092 ,   66906,   11658,   40096,    3688,    2191,    1008,     403,   26220,    6758,    3197,       0,     750,       0,   47357,   55900,   19548,   11005,    4825,    -995,    2618,     626,     -65,     621,     -75,    1892,    -260,     895,       0,       0,       0,    2279,    4426,    2547,     400,  100.0,   17.4,   59.9,    5.5,    3.3,    1.5,    0.6,   39.2,   10.1,    4.8,    0.0,    1.1,    0.0,   70.8,   83.6,   29.2,   16.4,     46,      .,     10,      5,      .,      .,      .,     19,      9,      9,      0,      .,      0,     35,     27,    30.6,    54.7,    45.2,    65.8,    30.2,    51.3,    43.4,    61.4,"(CONTRACTS OF CHF 125,000)" ,"092741" ,"CME" ,"092" ,"F10" ,"Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE" ,100824 ,2010-08-24,092741 ,CME ,00 ,092 ,   62080,   12653,   37478,    3062,    2256,     387,     478,   24328,    7018,    2302,       0,     750,       0,   45078,   51474,   17002,   10606,    3337,    -836,    3735,     394,       2,      -6,       6,    2856,    -319,     251,       0,    -439,       0,    2673,    3622,     664,    -284,  100.0,   20.4,   60.4,    4.9,    3.6,    0.6,    0.8,   39.2,   11.3,    3.7,    0.0,    1.2,    0.0,   72.6,   82.9,   27.4,   17.1,     44,      4,     10,      4,      .,      .,      .,     17,      9,      7,      0,      .,      0,     30,     27,    33.0,    54.2,    47.0,    65.8,    32.9,    52.3,    46.2,    62.0,"(CONTRACTS OF CHF 125,000)" ,"092741" ,"CME" ,"092" ,"F10" ,"Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE" ,100817 ,2010-08-17,092741 ,CME ,00 ,092 ,   58743,   13489,   33743,    2667,    2254,     393,     472,   21472,    7337,    2051,       0,    1189,       0,   42405,   47852,   16337,   10890,    2515,   -1213,    1307,     220,     192,     -34,     -29,    1042,     860,     435,       0,     254,       0,     647,    3013,    1868,    -498,  100.0,   23.0,   57.4,    4.5,    3.8,    0.7,    0.8,   36.6,   12.5,    3.5,    0.0,    2.0,    0.0,   72.2,   81.5,   27.8,   18.5,     41,      4,      9,      4,      .,      .,      .,     14,      9,      8,      0,      .,      0,     28,     27,    36.5,    53.4,    51.0,    64.4,    36.5,    51.5,    50.6,    61.2,"(CONTRACTS OF CHF 125,000)" ,"092741" ,"CME" ,"092" ,"F10" ,"Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE" ,100810 ,2010-08-10,092741 ,CME ,00 ,092 ,   56228,   14702,   32436,    2448,    2062,     427,     501,   20429,    6477,    1617,       0,     935,       0,   41759,   44840,   14469,   11388,   -5925,    1209,  -11439,    -445,     -33,      -7,      13,   -4739,    3499,    -109,       0,     500,       0,   -4105,   -7988,   -1820,    2063,  100.0,   26.1,   57.7,    4.4,    3.7,    0.8,    0.9,   36.3,   11.5,    2.9,    0.0,    1.7,    0.0,   74.3,   79.7,   25.7,   20.3,     42,      4,      9,      4,      .,      .,      .,     17,      7,      6,      0,      .,      0,     30,     24,    37.3,    53.1,    50.3,    64.9,    37.2,    52.0,    49.8,    61.9,"(CONTRACTS OF CHF 125,000)" ,"092741" ,"CME" ,"092" ,"F10" ,"Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE" ,100803 ,2010-08-03,092741 ,CME ,00 ,092 ,   62153,   13493,   43875,    2893,    2095,     434,     488,   25169,    2977,    1726,       0,     435,       0,   45864,   52828,   16290,    9325,    2900,   -2249,    7204,     840,     216,      -4,      81,    4954,   -5168,     104,    -634,       0,       0,    3312,    3057,    -412,    -157,  100.0,   21.7,   70.6,    4.7,    3.4,    0.7,    0.8,   40.5,    4.8,    2.8,    0.0,    0.7,    0.0,   73.8,   85.0,   26.2,   15.0,     42,      4,     11,      4,      .,      .,      .,     18,      5,      7,      0,      .,      0,     31,     24,    31.3,    64.0,    45.1,    73.1,    31.3,    62.0,    44.6,    70.2,"(CONTRACTS OF CHF 125,000)" ,"092741" ,"CME" ,"092" ,"F10" ,"Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE" ,100727 ,2010-07-27,092741 ,CME ,00 ,092 ,   59253,   15742,   36670,    2053,    1879,     438,     407,   20215,    8145,    1622,     634,     435,       0,   42552,   49771,   16701,    9482,     611,    1858,   -2926,    -112,      -1,     -64,      65,   -2983,    3416,      58,     634,     435,       0,    -481,     871,    1092,    -260,  100.0,   26.6,   61.9,    3.5,    3.2,    0.7,    0.7,   34.1,   13.7,    2.7,    1.1,    0.7,    0.0,   71.8,   84.0,   28.2,   16.0,     42,      6,      8,      .,      .,      .,      .,     15,      8,      7,      .,      .,      0,     29,     25,    33.2,    58.2,    45.5,    70.3,    33.2,    56.6,    45.4,    68.7,"(CONTRACTS OF CHF 125,000)" ,"092741" ,"CME" ,"092" ,"F10" ,"Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE" ,100720 ,2010-07-20,092741 ,CME ,00 ,092 ,   58642,   13883,   39596,    2166,    1880,     502,     342,   23197,    4730,    1564,       0,       0,       0,   43032,   48900,   15609,    9742,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,  100.0,   23.7,   67.5,    3.7,    3.2,    0.9,    0.6,   39.6,    8.1,    2.7,    0.0,    0.0,    0.0,   73.4,   83.4,   26.6,   16.6,     41,      6,      8,      .,      .,      .,      .,     17,      7,      7,      0,      0,      0,     30,     23,    34.5,    61.3,    47.5,    72.5,    34.5,    59.5,    47.1,    70.7,"(CONTRACTS OF CHF 125,000)" ,"092741" ,"CME" ,"092" ,"F10" ,"Combined"
"BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE" ,101228 ,2010-12-28,096742 ,CME ,00 ,096 ,   93334,   31119,    3451,    5467,    6948,   22135,    1081,   24076,   25939,    4663,    1371,    5119,      31,   74756,   67888,   18578,   25446,   14234,    7518,    -332,     870,      -8,     591,       0,    4302,    9002,    1056,     926,      34,       2,   14667,   11223,    -433,    3010,  100.0,   33.3,    3.7,    5.9,    7.4,   23.7,    1.2,   25.8,   27.8,    5.0,    1.5,    5.5,    0.0,   80.1,   72.7,   19.9,   27.3,     84,      9,      7,     10,      4,     14,      5,     20,     25,     16,      .,      4,      .,     53,     63,    33.3,    19.0,    51.2,    31.0,    33.1,    18.3,    49.8,    30.2,"(CONTRACTS OF GBP 62,500)" ,"096742" ,"CME" ,"096" ,"F10" ,"Combined"
"BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE" ,101221 ,2010-12-21,096742 ,CME ,00 ,096 ,   79100,   23601,    3784,    4597,    6956,   21544,    1081,   19773,   16937,    3607,     445,    5085,      29,   60089,   56664,   19011,   22436,    5153,    2177,    1648,    -125,   -1325,   -1127,      36,    2723,     678,    1415,    -228,     162,      29,    4702,    2716,     452,    2437,  100.0,   29.8,    4.8,    5.8,    8.8,   27.2,    1.4,   25.0,   21.4,    4.6,    0.6,    6.4,    0.0,   76.0,   71.6,   24.0,   28.4,     77,      8,      7,     10,      4,     14,      5,     22,     17,     14,      .,      4,      .,     51,     56,    32.9,    19.8,    47.6,    31.5,    32.4,    19.0,    45.7,    30.7,"(CONTRACTS OF GBP 62,500)" ,"096742" ,"CME" ,"096" ,"F10" ,"Combined"
"BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE" ,101214 ,2010-12-14,096742 ,CME ,00 ,096 ,   73947,   21424,    2136,    4723,    8281,   22671,    1045,   17050,   16259,    2192,     673,    4923,       0,   55388,   53948,   18559,   19998,  -18649,   -1168,   -3013,   -9268,    -132,     911,      26,   -4861,   -2948,   -1795,   -1073,    -544,       0,  -18272,  -16631,    -376,   -2017,  100.0,   29.0,    2.9,    6.4,   11.2,   30.7,    1.4,   23.1,   22.0,    3.0,    0.9,    6.7,    0.0,   74.9,   73.0,   25.1,   27.0,     67,      8,      6,      7,      4,     14,      5,     14,     17,      8,      .,      .,      0,     40,     47,    35.0,    22.8,    51.8,    35.7,    34.6,    22.0,    49.9,    34.8,"(CONTRACTS OF GBP 62,500)" ,"096742" ,"CME" ,"096" ,"F10" ,"Combined"
"BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE" ,101207 ,2010-12-07,096742 ,CME ,00 ,096 ,   92595,   22592,    5149,   13991,    8413,   21760,    1019,   21912,   19207,    3987,    1746,    5467,       0,   73660,   70580,   18936,   22016,   -6127,    1251,   -6903,    5010,   -2338,    1018,      -1,   -4608,    3469,   -3381,    -424,   -4800,       0,   -4491,   -5588,   -1636,    -539,  100.0,   24.4,    5.6,   15.1,    9.1,   23.5,    1.1,   23.7,   20.7,    4.3,    1.9,    5.9,    0.0,   79.5,   76.2,   20.5,   23.8,     85,     11,     11,     12,      4,     13,      5,     19,     20,     15,      .,      4,      0,     56,     61,    27.4,    20.4,    39.6,    33.2,    26.4,    17.9,    36.2,    28.2,"(CONTRACTS OF GBP 62,500)" ,"096742" ,"CME" ,"096" ,"F10" ,"Combined"
"BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE" ,101130 ,2010-11-30,096742 ,CME ,00 ,096 ,   98723,   21341,   12052,    8980,   10751,   20742,    1020,   26520,   15738,    7369,    2170,   10267,       0,   78151,   76168,   20572,   22555,   -5675,    4061,   -9579,    2465,    3262,    -727,    -209,  -13184,    1293,    1717,     268,   -1000,       0,   -1620,   -6040,   -4056,     365,  100.0,   21.6,   12.2,    9.1,   10.9,   21.0,    1.0,   26.9,   15.9,    7.5,    2.2,   10.4,    0.0,   79.2,   77.2,   20.8,   22.8,     87,     11,     11,     11,      5,     12,      6,     23,     18,     17,      .,      5,      0,     61,     60,    25.8,    19.7,    34.3,    32.4,    25.5,    18.7,    33.8,    29.9,"(CONTRACTS OF GBP 62,500)" ,"096742" ,"CME" ,"096" ,"F10" ,"Combined"
"BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE" ,101123 ,2010-11-23,096742 ,CME ,00 ,096 ,  104398,   17280,   21631,    6516,    7489,   21469,    1229,   39703,   14445,    5652,    1902,   11267,       0,   79771,   82208,   24628,   22190,   -4547,    3293,   -9745,     236,     -25,   -1884,     -24,   -9492,    4247,    1291,     368,     666,       0,   -4352,   -5213,    -194,     666,  100.0,   16.6,   20.7,    6.2,    7.2,   20.6,    1.2,   38.0,   13.8,    5.4,    1.8,   10.8,    0.0,   76.4,   78.7,   23.6,   21.3,     94,     10,     12,     11,      4,     11,      5,     32,     16,     15,      .,      6,      0,     65,     60,    23.6,    23.4,    33.2,    36.4,    23.2,    22.8,    32.8,    35.4,"(CONTRACTS OF GBP 62,500)" ,"096742" ,"CME" ,"096" ,"F10" ,"Combined"
